campaign_id,campaign_name,channel,campaign_type,start_date,end_date,budget_uzs,target_audience,objective,status
460,Persevering neutral portal 2024,Telegram,Awareness,2023-12-19,2024-01-17,23710332.39,35-44,App Downloads,Active
461,Self-enabling zero-defect toolset 2021,SMS,Conversion,2025-03-13,2025-04-05,84390401.15,45-54,Sales,Active
462,Synergized non-volatile policy 2024,SMS,Awareness,2025-09-25,2026-03-11,54193172.52,35-44,Brand Awareness,Active
463,Devolved tangible structure 2024,Telegram,Awareness,2025-09-26,2025-10-16,7148922.51,25-34,Leads,Completed
464,Multi-layered mission-critical firmware 2023,Twitter,Awareness,2025-09-27,2025-10-21,19924584.26,45-54,Sales,Completed
465,Profound executive Internet solution 2024,SMS,Awareness,2024-04-30,2024-06-14,79477670.66,18-24,Sales,Paused
466,Innovative dedicated throughput 2024,Google Ads,Traffic,2024-01-01,2024-01-20,47853206.55,25-34,Brand Awareness,Active
467,Exclusive mobile standardization 2020,Google Ads,Awareness,2024-07-12,2024-08-26,10361095.04,55+,App Downloads,Active
468,Distributed upward-trending capacity 2024,LinkedIn,Traffic,2025-01-31,2025-03-29,16389977.28,18-24,Brand Awareness,Active
469,Object-based asymmetric paradigm 2020,YouTube,Awareness,2024-04-16,2024-10-12,91513816.14,35-44,Leads,Paused
470,Open-source object-oriented secured line 2024,TikTok,Conversion,2024-07-14,2024-11-12,92466533.38,45-54,App Downloads,Active
471,Configurable zero tolerance orchestration 2021,Twitter,Conversion,2023-12-23,2024-02-08,49931650.93,25-34,Brand Awareness,Paused
472,Pre-emptive zero administration open system 2025,TikTok,Conversion,2025-05-29,2025-09-15,48931016.8,45-54,Leads,Completed
473,Assimilated fault-tolerant frame 2023,LinkedIn,Conversion,2025-01-04,2025-04-18,87534946.68,35-44,Brand Awareness,Paused
474,Fundamental full-range customer loyalty 2024,TikTok,Traffic,2023-11-26,2024-02-06,50209981.52,18-24,Brand Awareness,Completed
475,Customizable actuating framework 2020,Twitter,Traffic,2024-08-07,2024-08-20,36007618.96,55+,Sales,Completed
476,Customer-focused client-driven archive 2021,Facebook Ads,Traffic,2024-03-18,2024-08-06,19698221.14,45-54,Brand Awareness,Completed
477,Managed bi-directional Graphical User Interface 2023,Google Ads,Engagement,2025-05-18,2025-10-10,54345299.63,18-24,Leads,Cancelled
478,Synergized executive process improvement 2025,Twitter,Engagement,2024-08-19,,35599867.37,55+,Sales,Completed
479,Business-focused secondary superstructure 2020,Google Ads,Engagement,2024-12-28,2025-01-20,36676862.98,45-54,Brand Awareness,Completed
480,Multi-layered tangible hub 2020,Instagram,Engagement,2024-12-21,2025-01-02,59115625.78,55+,Brand Awareness,Cancelled
481,Self-enabling regional contingency 2023,Facebook Ads,Traffic,2025-10-04,,43365826.35,25-34,Brand Awareness,Active
482,Integrated reciprocal frame 2024,TikTok,Conversion,2024-09-17,,31087017.99,55+,Sales,Completed
483,Fully-configurable stable access 2022,Twitter,Engagement,2024-07-03,2024-08-16,50048973.57,45-54,Leads,Completed
484,Programmable impactful standardization 2021,YouTube,Awareness,2025-09-08,2025-11-15,87465891.23,25-34,Brand Awareness,Active
485,Self-enabling modular encoding 2023,TikTok,Traffic,2025-06-12,2025-06-25,47220749.51,18-24,Leads,Cancelled
486,Upgradable bi-directional data-warehouse 2021,Google Ads,Awareness,2025-08-31,2026-02-04,53565274.52,55+,Leads,Completed
487,Programmable even-keeled implementation 2020,YouTube,Engagement,2025-08-12,2025-11-12,42142574.08,55+,Brand Awareness,Completed
488,Up-sized systemic matrix 2021,,Engagement,2024-12-22,2025-01-26,62529861.54,45-54,App Downloads,Paused
489,Configurable actuating functionalities 2025,Email,Conversion,2025-08-23,2025-11-17,30072914.82,55+,Leads,Active
490,Front-line contextually-based solution 2022,YouTube,Awareness,2025-04-22,,79118622.13,25-34,Leads,Completed
491,Business-focused intangible synergy 2023,Google Ads,Traffic,2024-06-03,2024-08-12,36996245.98,25-34,Sales,Completed
492,Cloned coherent orchestration 2023,Facebook Ads,Conversion,2025-06-03,,75708602.14,18-24,Sales,Paused
493,Triple-buffered asynchronous Graphical User Interface 2021,Instagram,Conversion,2024-10-03,2025-03-10,25270509.39,55+,Sales,Completed
494,Profound reciprocal infrastructure 2020,LinkedIn,Engagement,2024-08-08,2024-12-10,67063928.24,35-44,Leads,Paused
495,Digitized explicit leverage 2021,SMS,Traffic,2024-05-15,2024-06-02,78195507.26,55+,Leads,Active
496,Re-engineered optimal array 2024,Email,Conversion,2025-10-31,2026-01-31,43184550.33,25-34,App Downloads,Completed
497,Team-oriented value-added pricing structure 2022,Telegram,Engagement,2025-06-21,2025-12-11,54205038.86,45-54,App Downloads,Completed
498,Streamlined 5thgeneration firmware 2020,SMS,Awareness,2024-05-19,2024-09-27,27076635.4,18-24,Sales,Active
499,Optimized object-oriented function 2025,SMS,Traffic,2023-12-17,2024-05-23,79697022.11,45-54,App Downloads,Completed
500,Open-architected didactic paradigm 2020,TikTok,Awareness,2025-05-03,2025-08-27,31965811.32,18-24,Brand Awareness,Completed
